날짜,매체명,상품명,소재명,노출수(열람수),클릭수,발송수,비용,인타입,비고
2026-07-12,KT PASS,하단배너,소재 A,426,4,0,10000,A_pasB720,
2026-07-12,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB710,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-12,T멤버십,미션탭,소재 A,160688,113,0,161000,A_sktB720,
2026-07-12,가스락,서브 참여형 리스트 배너,소재 A,3141,14,0,29000,A_gasC750,
2026-07-12,가스락,서브 텍스트 배너,소재 A,21207,273,0,44000,A_gasC730,
2026-07-12,가스락,홈 상단 배너,소재 A,239238,96,0,73000,A_gasC790,
2026-07-12,가스락,홈 참여형 리스트 배너,소재 A,203715,58,0,79000,A_gasC720,
2026-07-12,가스락,홈 토스트 배너,소재 A,29345,500,0,71000,A_gasC710,
2026-07-12,카카오페이,전면 팝업,소재 A,173323,2053,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-13,KT PASS,PUSH,소재 A,57216,20,0,407000,A_pasB710,
2026-07-13,KT PASS,하단배너,소재 A,666,2,0,15000,A_pasB720,
2026-07-13,T멤버십,PUSH,소재 A,0,3229,300000,1909000,A_sktB710,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-13,T멤버십,미션탭,소재 A,160240,126,0,160000,A_sktB720,
2026-07-13,가스락,서브 참여형 리스트 배너,소재 A,3761,9,0,35000,A_gasC750,
2026-07-13,가스락,서브 텍스트 배너,소재 A,28758,321,0,59000,A_gasC730,
2026-07-13,가스락,홈 상단 배너,소재 A,291340,131,0,89000,A_gasC790,
2026-07-13,가스락,홈 참여형 리스트 배너,소재 A,225136,118,0,88000,A_gasC720,
2026-07-13,가스락,홈 토스트 배너,소재 A,28755,498,0,69000,A_gasC710,
2026-07-13,카카오페이,전면 팝업,소재 A,226796,2697,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-13,카카오페이,혜택A,소재 B,887105,264288,0,1242000,A_kpaC711,매달 내는 보험료\n줄일 곳 무료 확인!
2026-07-14,KT PASS,PUSH,소재 A,57087,12,0,406000,A_pasB710,
2026-07-14,KT PASS,하단배너,소재 A,1090,10,0,24000,A_pasB720,
2026-07-14,T멤버십,PUSH,소재 A,0,3151,300000,1909000,A_sktB710,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-14,T멤버십,미션탭,소재 A,159888,130,0,160000,A_sktB720,
2026-07-14,가스락,서브 참여형 리스트 배너,소재 A,3857,15,0,36000,A_gasC750,
2026-07-14,가스락,서브 텍스트 배너,소재 A,35380,325,0,73000,A_gasC730,
2026-07-14,가스락,홈 상단 배너,소재 A,307744,140,0,94000,A_gasC790,
2026-07-14,가스락,홈 참여형 리스트 배너,소재 A,216535,157,0,84000,A_gasC720,
2026-07-14,가스락,홈 토스트 배너,소재 A,33084,487,0,80000,A_gasC710,
2026-07-14,카카오페이,전면 팝업,소재 A,205459,2599,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-14,카카오페이,혜택A,소재 B,870456,264202,0,1218000,A_kpaC711,절약 할 수 있는 내 보험료 무료 확인
2026-07-15,KT PASS,PUSH,소재 A,58981,14,0,419000,A_pasB710,
2026-07-15,KT PASS,하단배너,소재 A,689,4,0,15000,A_pasB720,
2026-07-15,T멤버십,PUSH,소재 A,0,3399,300000,1909000,A_sktB710,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-15,T멤버십,미션탭,소재 A,159222,134,0,159000,A_sktB720,
2026-07-15,가스락,서브 참여형 리스트 배너,소재 A,3715,11,0,34000,A_gasC750,
2026-07-15,가스락,서브 텍스트 배너,소재 A,23815,233,0,49000,A_gasC730,
2026-07-15,가스락,홈 상단 배너,소재 A,281759,94,0,86000,A_gasC790,
2026-07-15,가스락,홈 참여형 리스트 배너,소재 A,207721,139,0,81000,A_gasC720,
2026-07-15,가스락,홈 토스트 배너,소재 A,28061,437,0,68000,A_gasC710,
2026-07-15,카카오페이,전면 팝업,소재 A,221475,2655,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-15,카카오페이,혜택A,소재 B,857503,262607,0,1200000,A_kpaC711,절약 할 수 있는 내 보험료 무료 확인
2026-07-16,KT PASS,PUSH,소재 A,62248,8,0,442000,A_pasB710,
2026-07-16,KT PASS,하단배너,소재 A,913,6,0,20000,A_pasB720,
2026-07-16,T멤버십,PUSH,소재 B,0,1985,200000,1273000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-16,T멤버십,미션탭,소재 A,159194,116,0,159000,A_sktB720,
2026-07-16,가스락,서브 참여형 리스트 배너,소재 A,3332,9,0,31000,A_gasC750,
2026-07-16,가스락,서브 텍스트 배너,소재 A,29464,222,0,61000,A_gasC730,
2026-07-16,가스락,홈 상단 배너,소재 A,289453,119,0,89000,A_gasC790,
2026-07-16,가스락,홈 참여형 리스트 배너,소재 A,205272,152,0,80000,A_gasC720,
2026-07-16,가스락,홈 토스트 배너,소재 A,32259,398,0,78000,A_gasC710,
2026-07-16,카카오페이,전면 팝업,소재 A,228426,2755,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-16,카카오페이,혜택A,소재 B,857503,262607,0,1200000,A_kpaC711,절약 할 수 있는 내 보험료 무료 확인
2026-07-17,KT PASS,PUSH,소재 A,20836,4,0,148000,A_pasB710,
2026-07-17,KT PASS,하단배너,소재 A,413,2,0,9000,A_pasB720,
2026-07-17,T멤버십,PUSH,소재 B,0,0,0,0,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-17,T멤버십,미션탭,소재 A,158708,112,0,159000,A_sktB720,
2026-07-17,가스락,서브 참여형 리스트 배너,소재 A,3718,12,0,34000,A_gasC750,
2026-07-17,가스락,서브 텍스트 배너,소재 A,13245,163,0,27000,A_gasC730,
2026-07-17,가스락,홈 상단 배너,소재 A,227073,107,0,70000,A_gasC790,
2026-07-17,가스락,홈 참여형 리스트 배너,소재 A,182996,115,0,71000,A_gasC720,
2026-07-17,가스락,홈 토스트 배너,소재 A,19950,365,0,48000,A_gasC710,
2026-07-17,카카오페이,전면 팝업,소재 A,217838,2766,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-17,카카오페이,혜택A,소재 B,857503,262607,0,1200000,A_kpaC711,절약 할 수 있는 내 보험료 무료 확인
2026-07-18,KT PASS,PUSH,소재 A,14348,5,0,102000,A_pasB710,
2026-07-18,KT PASS,하단배너,소재 A,380,3,0,9000,A_pasB720,
2026-07-18,T멤버십,PUSH,소재 B,0,0,0,0,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-18,T멤버십,미션탭,소재 A,158548,86,0,159000,A_sktB720,
2026-07-18,가스락,서브 참여형 리스트 배너,소재 A,3486,14,0,32000,A_gasC750,
2026-07-18,가스락,서브 텍스트 배너,소재 A,11259,131,0,23000,A_gasC730,
2026-07-18,가스락,홈 상단 배너,소재 A,214594,96,0,66000,A_gasC790,
2026-07-18,가스락,홈 참여형 리스트 배너,소재 A,181033,113,0,70000,A_gasC720,
2026-07-18,가스락,홈 토스트 배너,소재 A,17634,306,0,43000,A_gasC710,
2026-07-18,카카오페이,전면 팝업,소재 A,182110,2210,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-18,카카오페이,혜택A,소재 B,857503,262607,0,1200000,A_kpaC711,절약 할 수 있는 내 보험료 무료 확인
2026-07-19,KT PASS,PUSH,소재 A,13873,2,0,99000,A_pasB710,
2026-07-19,KT PASS,하단배너,소재 A,394,1,0,9000,A_pasB720,
2026-07-19,T멤버십,PUSH,소재 B,0,0,0,0,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-19,T멤버십,미션탭,소재 A,158396,106,0,158000,A_sktB720,
2026-07-19,가스락,서브 참여형 리스트 배너,소재 A,3316,7,0,31000,A_gasC750,
2026-07-19,가스락,서브 텍스트 배너,소재 A,38685,351,0,80000,A_gasC730,
2026-07-19,가스락,홈 상단 배너,소재 A,309463,119,0,95000,A_gasC790,
2026-07-19,가스락,홈 참여형 리스트 배너,소재 A,202258,120,0,79000,A_gasC720,
2026-07-19,가스락,홈 토스트 배너,소재 A,40148,472,0,97000,A_gasC710,
2026-07-19,카카오페이,전면 팝업,소재 A,164597,1972,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-19,카카오페이,혜택A,소재 B,857503,262607,0,1200000,A_kpaC711,절약 할 수 있는 내 보험료 무료 확인
2026-07-20,KT PASS,PUSH,소재 A,61589,13,0,438000,A_pasB710,
2026-07-20,KT PASS,하단배너,소재 A,772,5,0,17000,A_pasB720,
2026-07-20,T멤버십,PUSH,소재 B,0,2509,300000,1909000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-20,T멤버십,미션탭,소재 B,158275,110,0,158000,A_sktA721,
2026-07-20,가스락,서브 참여형 리스트 배너,소재 A,3453,10,0,32000,A_gasC750,
2026-07-20,가스락,서브 텍스트 배너,소재 A,39989,302,0,83000,A_gasC730,
2026-07-20,가스락,홈 상단 배너,소재 A,348023,169,0,107000,A_gasC790,
2026-07-20,가스락,홈 참여형 리스트 배너,소재 A,223280,137,0,87000,A_gasC720,
2026-07-20,가스락,홈 토스트 배너,소재 A,30464,395,0,74000,A_gasC710,
2026-07-20,카카오페이,전면 팝업,소재 A,222658,2515,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-21,KT PASS,PUSH,소재 A,59411,15,0,422000,A_pasB710,
2026-07-21,KT PASS,하단배너,소재 A,1109,7,0,25000,A_pasB720,
2026-07-21,T멤버십,PUSH,소재 B,0,1898,200000,1273000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-21,T멤버십,미션탭,소재 B,158287,96,0,158000,A_sktA721,
2026-07-21,가스락,서브 참여형 리스트 배너,소재 A,3215,17,0,30000,A_gasC750,
2026-07-21,가스락,서브 텍스트 배너,소재 A,39368,280,0,81000,A_gasC730,
2026-07-21,가스락,홈 상단 배너,소재 A,332148,138,0,102000,A_gasC790,
2026-07-21,가스락,홈 참여형 리스트 배너,소재 A,252329,171,0,98000,A_gasC720,
2026-07-21,가스락,홈 토스트 배너,소재 A,27161,425,0,66000,A_gasC710,
2026-07-21,카카오페이,전면 팝업,소재 A,214120,2637,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-21,카카오페이,풀스크린,소재 A,1107,0,0,0,A_kpaC740,풀스크린배너_2607_보험진단서비스
2026-07-21,카카오페이,풀스크린,소재 B,1481,2,0,2000,A_kpaC741,풀스크린배너_2607_보험진단서비스
2026-07-21,카카오페이,풀스크린,소재 C,2787,7,0,8000,A_kpaC742,풀스크린배너_2607_보험진단서비스
2026-07-21,카카오페이,핏배너,소재 A,141512,129,0,66000,A_kpaC750,핏배너_2607_보험진단서비스
2026-07-21,카카오페이,핏배너,소재 B,56168,52,0,27000,A_kpaC751,핏배너_2607_보험진단서비스
2026-07-21,카카오페이,핏배너,소재 C,864403,856,0,437000,A_kpaC752,핏배너_2607_보험진단서비스
2026-07-22,KT PASS,PUSH,소재 A,57553,14,0,409000,A_pasB710,
2026-07-22,KT PASS,하단배너,소재 A,665,9,0,15000,A_pasB720,
2026-07-22,T멤버십,PUSH,소재 B,0,2798,300000,1909000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-22,T멤버십,미션탭,소재 B,158273,97,0,158000,A_sktA721,
2026-07-22,가스락,서브 참여형 리스트 배너,소재 A,3519,23,0,33000,A_gasC750,
2026-07-22,가스락,서브 텍스트 배너,소재 A,38725,213,0,80000,A_gasC730,
2026-07-22,가스락,홈 상단 배너,소재 A,315650,231,0,97000,A_gasC790,
2026-07-22,가스락,홈 참여형 리스트 배너,소재 A,244424,140,0,95000,A_gasC720,
2026-07-22,가스락,홈 토스트 배너,소재 A,29037,453,0,70000,A_gasC710,
2026-07-22,카카오페이,전면 팝업,소재 A,217342,2748,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-22,카카오페이,풀스크린,소재 A,24217,51,0,151000,A_kpaC740,풀스크린배너_2607_보험진단서비스
2026-07-22,카카오페이,풀스크린,소재 B,32844,78,0,239000,A_kpaC741,풀스크린배너_2607_보험진단서비스
2026-07-22,카카오페이,풀스크린,소재 C,18250,36,0,90000,A_kpaC742,풀스크린배너_2607_보험진단서비스
2026-07-22,카카오페이,핏배너,소재 A,360130,326,0,170000,A_kpaC750,핏배너_2607_보험진단서비스
2026-07-22,카카오페이,핏배너,소재 B,57352,49,0,25000,A_kpaC751,핏배너_2607_보험진단서비스
2026-07-22,카카오페이,핏배너,소재 C,969760,822,0,421000,A_kpaC752,핏배너_2607_보험진단서비스
2026-07-23,KT PASS,PUSH,소재 A,58074,16,0,413000,A_pasB710,
2026-07-23,KT PASS,하단배너,소재 A,651,4,0,15000,A_pasB720,
2026-07-23,T멤버십,PUSH,소재 B,0,1847,200000,1273000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-23,T멤버십,미션탭,소재 B,158291,84,0,158000,A_sktA721,
2026-07-23,가스락,서브 참여형 리스트 배너,소재 A,3482,12,0,32000,A_gasC750,
2026-07-23,가스락,서브 텍스트 배너,소재 A,23614,161,0,49000,A_gasC730,
2026-07-23,가스락,홈 상단 배너,소재 A,277773,145,0,85000,A_gasC790,
2026-07-23,가스락,홈 참여형 리스트 배너,소재 A,228713,149,0,89000,A_gasC720,
2026-07-23,가스락,홈 토스트 배너,소재 A,22315,367,0,54000,A_gasC710,
2026-07-23,카카오페이,전면 팝업,소재 A,215850,2623,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-23,카카오페이,풀스크린,소재 A,1015,1,0,3000,A_kpaC740,풀스크린배너_2607_보험진단서비스
2026-07-23,카카오페이,풀스크린,소재 B,85330,190,0,591000,A_kpaC741,풀스크린배너_2607_보험진단서비스
2026-07-23,카카오페이,풀스크린,소재 C,18751,40,0,124000,A_kpaC742,풀스크린배너_2607_보험진단서비스
2026-07-23,카카오페이,핏배너,소재 A,668456,532,0,277000,A_kpaC750,핏배너_2607_보험진단서비스
2026-07-23,카카오페이,핏배너,소재 B,32180,24,0,12000,A_kpaC751,핏배너_2607_보험진단서비스
2026-07-23,카카오페이,핏배너,소재 C,832454,782,0,407000,A_kpaC752,핏배너_2607_보험진단서비스
2026-07-24,KT PASS,PUSH,소재 A,61351,15,0,436000,A_pasB710,
2026-07-24,KT PASS,하단배너,소재 A,825,15,0,18000,A_pasB720,
2026-07-24,T멤버십,PUSH,소재 B,0,1781,200000,1273000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-24,T멤버십,미션탭,소재 B,158142,96,0,158000,A_sktA721,
2026-07-24,가스락,서브 참여형 리스트 배너,소재 A,3013,8,0,28000,A_gasC750,
2026-07-24,가스락,서브 텍스트 배너,소재 A,22606,134,0,47000,A_gasC730,
2026-07-24,가스락,홈 상단 배너,소재 A,277808,118,0,85000,A_gasC790,
2026-07-24,가스락,홈 참여형 리스트 배너,소재 A,226549,118,0,88000,A_gasC720,
2026-07-24,가스락,홈 토스트 배너,소재 A,23664,383,0,57000,A_gasC710,
2026-07-24,카카오페이,전면 팝업,소재 A,216693,2604,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-24,카카오페이,풀스크린,소재 A,1347,2,0,6000,A_kpaC740,풀스크린배너_2607_보험진단서비스
2026-07-24,카카오페이,풀스크린,소재 B,93064,193,0,600000,A_kpaC741,풀스크린배너_2607_보험진단서비스
2026-07-24,카카오페이,풀스크린,소재 C,20027,38,0,118000,A_kpaC742,풀스크린배너_2607_보험진단서비스
2026-07-24,카카오페이,핏배너,소재 A,4,0,0,0,A_kpaC750,핏배너_2607_보험진단서비스
2026-07-24,카카오페이,핏배너,소재 B,55921,160,0,83000,A_kpaC751,핏배너_2607_보험진단서비스
2026-07-24,카카오페이,핏배너,소재 C,598824,1126,0,566000,A_kpaC752,핏배너_2607_보험진단서비스
2026-07-25,KT PASS,PUSH,소재 A,19651,8,0,140000,A_pasB710,
2026-07-25,KT PASS,하단배너,소재 A,358,3,0,8000,A_pasB720,
2026-07-25,T멤버십,PUSH,소재 B,0,0,0,0,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-25,T멤버십,미션탭,소재 B,158130,80,0,158000,A_sktA721,
2026-07-25,가스락,서브 참여형 리스트 배너,소재 A,2874,7,0,27000,A_gasC750,
2026-07-25,가스락,서브 텍스트 배너,소재 A,22466,128,0,46000,A_gasC730,
2026-07-25,가스락,홈 상단 배너,소재 A,282856,124,0,87000,A_gasC790,
2026-07-25,가스락,홈 참여형 리스트 배너,소재 A,221843,114,0,86000,A_gasC720,
2026-07-25,가스락,홈 토스트 배너,소재 A,24732,386,0,60000,A_gasC710,
2026-07-25,카카오페이,전면 팝업,소재 A,180962,2360,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-25,카카오페이,풀스크린,소재 A,5168,11,0,34000,A_kpaC740,풀스크린배너_2607_보험진단서비스
2026-07-25,카카오페이,풀스크린,소재 B,47612,138,0,429000,A_kpaC741,풀스크린배너_2607_보험진단서비스
2026-07-25,카카오페이,풀스크린,소재 C,12189,34,0,106000,A_kpaC742,풀스크린배너_2607_보험진단서비스
2026-07-25,카카오페이,핏배너,소재 A,61,1,0,1000,A_kpaC750,핏배너_2607_보험관심
2026-07-25,카카오페이,핏배너,소재 B,1,0,0,0,A_kpaC751,핏배너_2607_보험진단서비스
2026-07-25,카카오페이,핏배너,소재 C,3,0,0,0,A_kpaC752,핏배너_2607_보험진단서비스
2026-07-26,KT PASS,PUSH,소재 A,15040,2,0,107000,A_pasB710,
2026-07-26,KT PASS,하단배너,소재 A,376,4,0,8000,A_pasB720,
2026-07-26,T멤버십,PUSH,소재 B,0,0,0,0,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-26,T멤버십,미션탭,소재 B,158099,88,0,158000,A_sktA721,
2026-07-26,가스락,서브 참여형 리스트 배너,소재 A,2744,6,0,25000,A_gasC750,
2026-07-26,가스락,서브 텍스트 배너,소재 A,14885,160,0,31000,A_gasC730,
2026-07-26,가스락,홈 상단 배너,소재 A,245987,129,0,75000,A_gasC790,
2026-07-26,가스락,홈 참여형 리스트 배너,소재 A,212900,124,0,83000,A_gasC720,
2026-07-26,가스락,홈 토스트 배너,소재 A,19206,320,0,46000,A_gasC710,
2026-07-26,카카오페이,전면 팝업,소재 A,178974,2078,0,0,A_kpaC730,굿리치_전면팝업_260706
2026-07-26,카카오페이,풀스크린,소재 A,4,0,0,0,A_kpaC740,풀스크린배너_2607_보험진단서비스
2026-07-26,카카오페이,풀스크린,소재 B,124,0,0,0,A_kpaC741,풀스크린배너_2607_보험진단서비스
2026-07-26,카카오페이,풀스크린,소재 C,37,0,0,0,A_kpaC742,풀스크린배너_2607_보험진단서비스
2026-07-26,카카오페이,핏배너,소재 A,2,0,0,0,A_kpaC750,핏배너_2607_보험관심
2026-07-26,카카오페이,핏배너,소재 B,1,0,0,0,A_kpaC751,핏배너_2607_보험진단서비스
2026-07-26,카카오페이,핏배너,소재 C,1,0,0,0,A_kpaC752,핏배너_2607_보험진단서비스
2026-07-27,KT PASS,PUSH,소재 A,62824,5,0,446000,A_pasB710,
2026-07-27,KT PASS,하단배너,소재 A,945,12,0,21000,A_pasB720,
2026-07-27,T멤버십,PUSH,소재 B,0,2696,300000,1909000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-27,T멤버십,미션탭,소재 B,157856,88,0,158000,A_sktA721,
2026-07-27,가스락,서브 참여형 리스트 배너,소재 A,2938,7,0,27000,A_gasC750,
2026-07-27,가스락,서브 텍스트 배너,소재 A,21369,154,0,44000,A_gasC730,
2026-07-27,가스락,홈 상단 배너,소재 A,285850,147,0,88000,A_gasC790,
2026-07-27,가스락,홈 참여형 리스트 배너,소재 A,234527,116,0,91000,A_gasC720,
2026-07-27,가스락,홈 토스트 배너,소재 A,37268,594,0,90000,A_gasC710,
2026-07-27,카카오페이,풀스크린,소재 A,3,0,0,0,A_kpaC740,풀스크린배너_2607_보험진단서비스
2026-07-27,카카오페이,풀스크린,소재 B,75,1,0,3000,A_kpaC741,풀스크린배너_2607_보험진단서비스
2026-07-27,카카오페이,풀스크린,소재 C,18,0,0,0,A_kpaC742,풀스크린배너_2607_보험진단서비스
2026-07-27,카카오페이,핏배너,소재 A,1,0,0,0,A_kpaC750,핏배너_2607_보험관심
2026-07-27,카카오페이,핏배너,소재 B,1,0,0,0,A_kpaC751,핏배너_2607_보험관심
2026-07-28,KT PASS,PUSH,소재 A,64705,13,0,460000,A_pasB710,
2026-07-28,KT PASS,하단배너,소재 A,623,4,0,14000,A_pasB720,
2026-07-28,T멤버십,PUSH,소재 B,0,1803,200000,1273000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-28,T멤버십,미션탭,소재 B,157849,105,0,158000,A_sktA721,
2026-07-28,가스락,서브 참여형 리스트 배너,소재 A,2967,9,0,27000,A_gasC750,
2026-07-28,가스락,서브 텍스트 배너,소재 A,23949,137,0,49000,A_gasC730,
2026-07-28,가스락,홈 상단 배너,소재 A,271978,108,0,83000,A_gasC790,
2026-07-28,가스락,홈 참여형 리스트 배너,소재 A,209487,123,0,82000,A_gasC720,
2026-07-28,가스락,홈 토스트 배너,소재 A,37783,549,0,91000,A_gasC710,
2026-07-28,카카오페이,풀스크린,소재 A,5,0,0,0,A_kpaC740,풀스크린배너_2607_보험관심
2026-07-28,카카오페이,풀스크린,소재 B,37,0,0,0,A_kpaC741,풀스크린배너_2607_보험진단서비스
2026-07-28,카카오페이,풀스크린,소재 C,13,0,0,0,A_kpaC742,풀스크린배너_2607_보험진단서비스
2026-07-28,카카오페이,핏배너,소재 B,1,0,0,0,A_kpaC751,핏배너_2607_보험관심
2026-07-29,KT PASS,PUSH,소재 A,65106,15,0,463000,A_pasB710,
2026-07-29,KT PASS,하단배너,소재 A,631,5,0,14000,A_pasB720,
2026-07-29,T멤버십,PUSH,소재 B,0,2887,300000,1909000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-29,T멤버십,미션탭,소재 B,157945,95,0,158000,A_sktA721,
2026-07-29,가스락,서브 참여형 리스트 배너,소재 A,3478,9,0,32000,A_gasC750,
2026-07-29,가스락,서브 텍스트 배너,소재 A,42238,263,0,87000,A_gasC730,
2026-07-29,가스락,홈 상단 배너,소재 A,335533,124,0,103000,A_gasC790,
2026-07-29,가스락,홈 참여형 리스트 배너,소재 A,231915,172,0,90000,A_gasC720,
2026-07-29,가스락,홈 토스트 배너,소재 A,54195,687,0,131000,A_gasC710,
2026-07-29,카카오페이,풀스크린,소재 A,1,0,0,0,A_kpaC740,풀스크린배너_2607_보험관심
2026-07-29,카카오페이,풀스크린,소재 B,1,0,0,0,A_kpaC741,풀스크린배너_2607_보험진단서비스
2026-07-29,카카오페이,풀스크린,소재 C,2,0,0,0,A_kpaC742,풀스크린배너_2607_보험진단서비스
2026-07-30,KT PASS,PUSH,소재 A,64967,9,0,462000,A_pasB710,
2026-07-30,KT PASS,하단배너,소재 A,871,2,0,19000,A_pasB720,
2026-07-30,T멤버십,PUSH,소재 B,0,1833,200000,1273000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-30,T멤버십,미션탭,소재 B,157906,75,0,158000,A_sktA721,
2026-07-30,가스락,서브 참여형 리스트 배너,소재 A,3506,10,0,32000,A_gasC750,
2026-07-30,가스락,서브 텍스트 배너,소재 A,30710,194,0,63000,A_gasC730,
2026-07-30,가스락,홈 상단 배너,소재 A,320948,131,0,97000,A_gasC790,
2026-07-30,가스락,홈 참여형 리스트 배너,소재 A,232526,159,0,91000,A_gasC720,
2026-07-30,가스락,홈 토스트 배너,소재 A,51462,682,0,123000,A_gasC710,
2026-07-31,KT PASS,PUSH,소재 A,71540,8,0,509000,A_pasB710,
2026-07-31,KT PASS,하단배너,소재 A,811,11,0,18000,A_pasB720,
2026-07-31,T멤버십,PUSH,소재 B,0,1810,200000,1271000,A_sktA711,매달 나가는 실비보험료 얼마나 줄일 수 있을까?
2026-07-31,T멤버십,미션탭,소재 B,157907,69,0,158000,A_sktA721,
2026-07-31,가스락,서브 참여형 리스트 배너,소재 A,3457,13,0,32000,A_gasC750,
2026-07-31,가스락,서브 텍스트 배너,소재 A,27024,194,0,56000,A_gasC730,
2026-07-31,가스락,홈 상단 배너,소재 A,286939,103,0,87000,A_gasC790,
2026-07-31,가스락,홈 참여형 리스트 배너,소재 A,225096,121,0,89000,A_gasC720,
2026-07-31,가스락,홈 토스트 배너,소재 A,39534,638,0,94000,A_gasC710,
2026-08-01,KT PASS,PUSH,소재 A,23510,3,0,182000,A_pasB0810,
2026-08-01,KT PASS,하단배너,소재 A,479,3,0,4000,A_pasB0820,
2026-08-01,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB0810,"불필요한 건 빼고, 핵심만 꽉 채웠다!"
2026-08-01,T멤버십,미션탭,소재 A,166679,131,0,166000,A_sktB0820,
2026-08-01,가스락,서브 참여형 리스트 배너,소재 A,6929,21,0,45000,A_gasB0850,
2026-08-01,가스락,서브 텍스트 배너,소재 A,49222,406,0,89000,A_gasB0830,
2026-08-01,가스락,홈 상단 배너,소재 A,242455,141,0,90000,A_gasB0890,
2026-08-01,가스락,홈 참여형 리스트 배너,소재 A,187045,173,0,87000,A_gasB0820,
2026-08-01,가스락,홈 토스트 배너,소재 A,26717,486,0,68000,A_gasB0810,
2026-08-02,KT PASS,PUSH,소재 A,14403,7,0,112000,A_pasB0810,
2026-08-02,KT PASS,하단배너,소재 A,449,2,0,4000,A_pasB0820,
2026-08-02,T멤버십,PUSH,소재 A,0,0,0,0,A_sktB0810,"불필요한 건 빼고, 핵심만 꽉 채웠다!"
2026-08-02,T멤버십,미션탭,소재 A,169682,118,0,169000,A_sktB0820,
2026-08-02,가스락,서브 참여형 리스트 배너,소재 A,6125,17,0,39000,A_gasB0850,
2026-08-02,가스락,서브 텍스트 배너,소재 A,35024,308,0,63000,A_gasB0830,
2026-08-02,가스락,홈 상단 배너,소재 A,220088,118,0,82000,A_gasB0890,
2026-08-02,가스락,홈 참여형 리스트 배너,소재 A,179350,129,0,83000,A_gasB0820,
2026-08-02,가스락,홈 토스트 배너,소재 A,21930,419,0,56000,A_gasB0810,
2026-08-03,KT PASS,PUSH,소재 A,63918,15,0,495000,A_pasB0810,
2026-08-03,KT PASS,하단배너,소재 A,723,4,0,6000,A_pasB0820,
2026-08-03,T멤버십,PUSH,소재 A,0,3195,300000,1843000,A_sktB0810,"불필요한 건 빼고, 핵심만 꽉 채웠다!"
2026-08-03,T멤버십,미션탭,소재 A,173616,115,0,173000,A_sktB0820,
2026-08-03,가스락,서브 참여형 리스트 배너,소재 A,7978,27,0,51000,A_gasB0850,
2026-08-03,가스락,서브 텍스트 배너,소재 A,52229,393,0,94000,A_gasB0830,
2026-08-03,가스락,홈 상단 배너,소재 A,294342,169,0,109000,A_gasB0890,
2026-08-03,가스락,홈 참여형 리스트 배너,소재 A,209393,147,0,97000,A_gasB0820,
2026-08-03,가스락,홈 토스트 배너,소재 A,44263,820,0,113000,A_gasB0810,
2026-08-03,카카오페이,혜택A,소재 A,786845,265739,0,1101000,A_kpaB0810,내 보험은 괜찮을까? 5세대 실비와 비교
2026-08-04,KT PASS,PUSH,소재 A,57274,6,0,444000,A_pasB0810,
2026-08-04,KT PASS,하단배너,소재 A,715,3,0,6000,A_pasB0820,
2026-08-04,T멤버십,PUSH,소재 A,0,3182,300000,1843000,A_sktB0810,"불필요한 건 빼고, 핵심만 꽉 채웠다!"
